account,amount,merchant,transaction_type,location,month,day,hour,minute,weekend,account_amount_delta,account_hourly_transaction_sum,merchant_amount_delta,merchant_hourly_transaction_sum,suspected_anomaly
ACC1,68743.29,MerchantC,Purchase,Los Angeles,2,15,2,13,0,-18122.11,883638.02,40892.979999999996,1373955.2,0
ACC2,50465.75,MerchantJ,Purchase,Tokyo,10,2,19,6,0,-13594.089999999997,2441323.98,-25073.460000000006,3556627.68,0
ACC1,48072.22,MerchantD,Transfer,London,1,26,18,15,0,-15891.580000000002,1156907.66,38710.380000000005,1531417.05,0
ACC6,37605.78,MerchantC,Withdrawal,Los Angeles,5,18,2,53,0,-52663.100000000006,880002.62,-46096.53,1243311.57,0
ACC3,82376.31,MerchantA,Transfer,New York,5,2,11,36,0,27370.629999999997,2576853.33,20718.67,3707978.14,0
ACC5,42567.47,MerchantI,Withdrawal,San Francisco,4,26,6,50,0,-3417.1900000000023,994814.39,33410.19,1412862.2,0
ACC13,44550.15,MerchantG,Transfer,Los Angeles,4,19,15,11,0,-21263.799999999996,911210.87,-52157.54,1612402.18,0
ACC8,93562.12,MerchantJ,Transfer,London,11,1,13,47,0,87767.68,2413604.78,7530.959999999992,3169534.2600000002,0
ACC10,95826.33,MerchantA,Transfer,Tokyo,4,28,11,33,0,46217.07,885624.01,5433.130000000005,1889907.12,0
ACC5,56357.3,MerchantD,Withdrawal,Tokyo,4,27,0,24,0,38054.64,784828.36,54545.700000000004,914648.97,0
ACC12,58018.3,MerchantJ,Transfer,Los Angeles,4,22,6,23,1,13242.14,1494653.85,22831.54,1442755.2,0
ACC12,1354.42,MerchantD,Withdrawal,Los Angeles,1,20,4,48,0,-71521.25,496340.66,-29976.379999999997,1726132.06,0
ACC7,73480.28,MerchantI,Transfer,San Francisco,7,5,12,37,0,14745.589999999997,2124800.64,5894.850000000006,3883656.5100000002,0
ACC8,63495.78,MerchantC,Withdrawal,New York,5,31,18,21,0,29505.96,1005106.18,-34457.53,497011.45999999996,0
ACC15,45260.71,MerchantJ,Transfer,New York,5,19,9,40,0,-5797.790000000001,1097347.46,-43715.00000000001,1237772.76,0
ACC9,54707.34,MerchantC,Purchase,San Francisco,3,1,4,33,0,11394.059999999998,2311759.83,-716.4900000000052,2998900.91,0
ACC8,27882.19,MerchantD,Withdrawal,San Francisco,5,20,0,13,1,-29240.76,1184901.12,-3512.040000000001,1502284.91,0
ACC4,80738.25,MerchantI,Transfer,Tokyo,4,23,9,19,1,1635.25,916536.58,7104.669999999998,1817376.89,0
ACC3,73868.4,MerchantG,Transfer,Tokyo,8,3,8,44,0,-16791.73000000001,2089938.17,15319.249999999993,4812729.64,1
ACC2,4637.88,MerchantI,Withdrawal,San Francisco,5,16,11,26,0,-25423.87,575075.73,-13199.329999999998,1328430.22,0
ACC2,40866.61,MerchantJ,Withdrawal,Los Angeles,5,27,5,52,1,9455.470000000001,859059.13,-56151.7,1548165.78,0
ACC3,33815.21,MerchantC,Purchase,London,10,4,7,59,0,-17104.25,2725452.7800000003,25410.41,2922529.51,0
ACC14,56122.31,MerchantE,Transfer,Tokyo,8,3,1,7,0,19128.339999999997,2400703.75,-25620.449999999997,3818441.12,0
ACC15,17141.07,MerchantC,Withdrawal,New York,3,13,0,50,0,-24415.410000000003,1059215.33,-49809.96,1241135.73,0
ACC8,14160.5,MerchantD,Transfer,New York,2,5,19,2,1,-41734.78,1868102.44,-12812.830000000002,3987831.2,0
ACC10,15432.13,MerchantF,Transfer,New York,3,19,17,7,1,-81439.87999999999,800607.98,-38447.14,1419704.67,0
ACC15,62834.67,MerchantC,Transfer,London,4,25,9,8,0,-35589.95,1195241.96,40501.09,1566002.92,0
ACC1,80120.06,MerchantA,Withdrawal,Tokyo,4,17,1,51,0,-16748.660000000003,1007057.25,1352.9899999999907,1631419.49,0
ACC4,23557.65,MerchantG,Purchase,Los Angeles,4,2,12,0,1,-12646.64,1614796.52,-17395.89,2949022.18,0
ACC9,60892.8,MerchantE,Transfer,Los Angeles,8,1,2,31,0,-17096.42,2217168.72,-22418.160000000003,3455586.42,0
ACC10,28674.94,MerchantC,Transfer,Tokyo,3,3,0,42,0,-62851.81999999999,1763710.18,-62851.81999999999,2927715.4,0
ACC10,6017.61,MerchantA,Purchase,Los Angeles,5,26,22,2,0,-49664.03,1420435.26,-77911.62,1434537.78,0
ACC13,51975.31,MerchantG,Transfer,Tokyo,3,22,1,30,0,-11294.650000000001,814567.16,790.6399999999994,2035041.38,0
ACC8,91539.76,MerchantH,Transfer,New York,4,24,0,21,0,18084.53,1099578.8900000001,23204.309999999998,1510500.15,0
ACC2,24863.1,MerchantJ,Purchase,Tokyo,2,5,1,32,1,10582.489999999998,2292906.28,-40878.18,3040511.37,0
ACC4,98752.23,MerchantD,Transfer,Tokyo,1,16,21,23,0,71520.31,1304596.0899999999,13171.440000000002,1223151.85,0
ACC14,69627.55,MerchantD,Purchase,New York,7,5,19,0,0,-2108.7899999999936,2974547.09,63068.83,3987831.2,0
ACC12,80356.46,MerchantH,Withdrawal,San Francisco,1,13,10,46,0,-16382.089999999997,971784.1,53746.34000000001,1806144.0,0
ACC5,55213.17,MerchantA,Purchase,Tokyo,5,17,21,58,0,-4795.57,1341272.28,16893.259999999995,1706505.1,0
ACC12,27880.5,MerchantB,Purchase,San Francisco,9,3,21,42,1,-70754.2,2462330.01,-32783.89,4119195.89,0
ACC8,78651.96,MerchantE,Purchase,London,3,21,15,22,0,27710.920000000006,949816.99,70597.34000000001,1491832.51,0
ACC5,41470.88,MerchantE,Withdrawal,Los Angeles,3,2,0,0,0,-50044.090000000004,2492737.72,26489.82,3733922.17,0
ACC1,68102.17,MerchantF,Transfer,Los Angeles,1,22,3,55,1,2720.3399999999965,1426697.17,60897.22,942451.09,0
ACC12,66487.27,MerchantA,Purchase,San Francisco,5,31,21,45,0,36861.450000000004,475160.08,53792.560000000005,1127771.43,0
ACC15,94574.62,MerchantI,Transfer,New York,2,2,13,2,0,56709.079999999994,3631527.96,16749.309999999998,3909642.05,1
ACC5,6805.86,MerchantD,Purchase,San Francisco,1,30,13,9,0,2583.6499999999996,508402.67,-39682.0,1697654.54,0
ACC1,22817.57,MerchantF,Withdrawal,Los Angeles,5,17,23,34,0,-61339.39000000001,1505353.32,-36363.47,1298791.21,0
ACC12,13223.35,MerchantD,Transfer,Tokyo,2,20,5,12,0,-24017.1,922718.92,-52730.13,2148979.43,0
ACC11,45942.27,MerchantH,Purchase,Los Angeles,4,14,9,43,0,8182.719999999994,935128.73,17830.699999999997,1663143.14,0
ACC3,10736.95,MerchantH,Transfer,Los Angeles,3,25,15,7,1,-12291.809999999998,1197227.15,-12291.809999999998,1392917.3,0
ACC14,2762.79,MerchantB,Transfer,New York,9,4,12,44,0,-69884.71,2334501.45,-10192.79,3035518.82,0
ACC15,48837.17,MerchantH,Purchase,New York,7,4,16,4,0,-11798.0,3053580.86,15037.61,4316178.57,0
ACC5,84886.09,MerchantB,Withdrawal,Tokyo,2,20,6,18,0,83360.84,853246.24,80388.26,1639594.77,0
ACC3,428.28,MerchantH,Withdrawal,Tokyo,1,27,17,23,0,-64899.22,1034228.56,-63222.6,1418431.03,0
ACC2,37898.29,MerchantC,Purchase,Los Angeles,2,22,3,25,0,-39643.799999999996,1404169.83,-51838.74,1287883.26,0
ACC10,27222.62,MerchantA,Withdrawal,New York,7,3,17,16,0,-65101.72,2393357.83,26499.67,3566632.23,0
ACC11,24527.89,MerchantD,Transfer,New York,3,30,7,7,0,16171.14,705007.16,-35881.54,1284146.15,0
ACC6,7859.58,MerchantE,Transfer,Los Angeles,2,15,3,20,0,-52546.979999999996,1137374.2,7531.13,1466697.39,0
ACC10,74131.46,MerchantF,Withdrawal,Tokyo,1,2,0,44,0,33466.47000000001,1702072.82,7331.450000000012,4086415.69,0
ACC10,54368.34,MerchantI,Purchase,Tokyo,3,23,15,33,0,-18899.300000000003,1000411.59,35236.45999999999,1698837.14,0
ACC5,83788.23,MerchantG,Withdrawal,Los Angeles,9,2,13,16,1,62353.17,2407681.0,75637.09,4049143.52,0
ACC1,9280.15,MerchantH,Purchase,London,6,5,6,58,0,-58391.74,2448756.4,254.79999999999927,3376145.42,0
ACC6,26462.84,MerchantF,Withdrawal,Tokyo,4,22,20,36,1,-7798.579999999998,834562.75,-39279.07000000001,1549081.23,0
ACC8,23475.08,MerchantE,Transfer,London,4,21,11,57,0,-10130.009999999995,902344.5599999999,731.7900000000009,1662940.12,0
ACC5,69816.57,MerchantE,Transfer,Tokyo,4,27,4,17,0,-8560.149999999994,1154236.21,8556.98000000001,1961667.7,0
ACC12,51652.33,MerchantJ,Purchase,Los Angeles,1,25,6,53,0,-6792.949999999997,1071282.74,-45724.91,1895857.76,0
ACC10,94040.81,MerchantI,Withdrawal,New York,5,13,0,46,1,76749.65,1231965.58,16677.73999999999,1851258.0,0
ACC13,97236.03,MerchantB,Withdrawal,New York,3,24,15,12,0,23707.589999999997,1014225.67,80929.85,1117106.02,0
ACC11,48564.03,MerchantB,Purchase,London,6,4,13,47,1,20711.28,2423817.19,-50033.25,3656132.53,0
ACC11,54025.21,MerchantC,Purchase,Tokyo,2,18,10,32,1,40012.35,851704.83,10545.409999999996,2085103.59,0
ACC9,86967.54,MerchantJ,Transfer,San Francisco,5,26,2,12,0,12809.76999999999,1115179.53,12809.76999999999,1526090.67,0
ACC7,35814.03,MerchantE,Transfer,San Francisco,6,2,4,33,0,-49210.83,2258431.14,-1301.6600000000035,4227098.5,0
ACC7,27159.89,MerchantE,Transfer,New York,5,13,12,55,1,-64737.72,1070752.58,-66769.3,1667832.33,0
ACC4,99534.66,MerchantC,Purchase,San Francisco,8,2,22,56,0,2137.9000000000087,2714059.65,58406.340000000004,3180382.59,0
ACC6,52601.12,MerchantC,Purchase,Tokyo,4,27,5,12,0,44993.75,1183795.52,33529.5,1521246.48,0
ACC11,8884.63,MerchantH,Purchase,Los Angeles,3,17,16,8,0,-72591.01,990747.5900000001,-53225.340000000004,1495867.89,0
ACC8,84144.28,MerchantG,Withdrawal,London,5,21,13,18,1,3429.1300000000047,835475.05,50330.69,2008440.15,0
ACC5,71920.34,MerchantB,Withdrawal,New York,5,15,7,23,0,27459.399999999994,1052567.91,-24568.73000000001,2283604.34,0
ACC2,90209.53,MerchantI,Transfer,Los Angeles,3,2,21,26,0,77236.8,2199330.87,42990.07,3468365.9,0
ACC14,11475.17,MerchantD,Transfer,New York,4,1,22,21,1,-70959.82,2352060.3,-52102.41,4020981.84,0
ACC15,16695.97,MerchantF,Transfer,Tokyo,9,4,6,18,0,-65345.39,2501137.8,-10737.719999999998,3996260.95,0
ACC10,21502.84,MerchantF,Transfer,New York,1,27,6,51,0,4018.8100000000013,1240315.0,-48183.21000000001,1384307.77,0
ACC9,71478.18,MerchantG,Transfer,Los Angeles,1,1,22,52,1,13710.779999999992,1889208.49,-18764.100000000006,3355720.17,0
ACC7,51956.61,MerchantD,Transfer,Los Angeles,4,22,15,58,1,24374.71,1254543.17,36386.08,1723188.95,0
ACC3,445.46,MerchantC,Transfer,New York,1,5,19,6,0,-67050.56,2317283.0,-91208.21999999999,3080887.17,0
ACC8,50059.57,MerchantA,Withdrawal,Tokyo,1,3,22,19,0,-17526.590000000004,2519660.79,36382.869999999995,3858293.87,0
ACC13,62051.08,MerchantF,Purchase,Los Angeles,1,13,15,10,0,56108.64,719383.39,11109.120000000003,1567851.55,0
ACC12,753.63,MerchantA,Purchase,Los Angeles,1,14,23,20,1,-11256.490000000002,1071689.62,-64057.380000000005,1766351.67,0
ACC11,70145.66,MerchantC,Transfer,San Francisco,3,27,22,37,0,27968.280000000006,1452698.98,-22202.729999999996,1263181.44,0
ACC7,16887.28,MerchantJ,Purchase,New York,2,4,7,38,1,-79919.16,2063294.79,-52770.39,3464400.7600000002,0
ACC12,41424.01,MerchantJ,Purchase,New York,3,21,12,11,0,-50988.6,675735.36,-39604.159999999996,2005257.9,0
ACC3,40800.37,MerchantI,Transfer,Tokyo,5,21,8,42,1,2380.590000000004,1277042.26,-1410.8799999999974,1588295.21,0
ACC9,17409.49,MerchantJ,Transfer,Tokyo,1,23,2,54,0,-5170.629999999997,888281.27,-3383.949999999997,1582318.42,0
ACC3,59218.19,MerchantI,Withdrawal,London,4,28,19,59,0,31491.47,617631.4,-7370.020000000004,1591699.38,0
ACC9,73984.24,MerchantA,Transfer,San Francisco,5,1,14,6,0,-2541.8199999999924,2036518.42,-5755.319999999992,3773718.15,0
ACC10,21797.94,MerchantA,Transfer,London,4,23,7,54,1,-64614.369999999995,1005522.42,-12600.630000000001,1915207.77,0
ACC2,4314.81,MerchantE,Purchase,London,1,1,23,1,1,-69574.47,2567888.75,-63270.72,3780063.38,0
ACC15,29552.08,MerchantD,Transfer,Los Angeles,2,26,4,44,1,-22140.049999999996,817270.3,-57295.05,1752507.71,0
ACC13,76936.45,MerchantD,Purchase,New York,5,31,16,43,0,51798.94,702221.59,23172.799999999996,885641.3,0
ACC9,72793.17,MerchantE,Withdrawal,Tokyo,5,2,20,40,0,-5482.029999999999,1995747.44,40310.71,2903120.06,0
ACC10,17309.04,MerchantF,Withdrawal,Los Angeles,9,2,20,1,1,-11403.939999999999,2531122.76,-7985.75,3605598.82,0
ACC6,59982.2,MerchantD,Transfer,Tokyo,3,20,20,48,0,56318.189999999995,1066549.45,14267.599999999999,1822423.25,0
ACC11,75260.4,MerchantC,Withdrawal,Los Angeles,12,1,16,47,0,71353.18999999999,2457655.07,-21290.420000000013,2637855.1,0
ACC3,19593.24,MerchantH,Transfer,Tokyo,2,15,17,48,0,-31866.459999999995,792309.19,-6364.399999999998,1696911.03,0
ACC14,19579.18,MerchantD,Purchase,Los Angeles,4,24,17,53,0,-68670.34,994081.64,-3840.59,1810297.19,0
ACC6,31466.56,MerchantC,Purchase,Tokyo,2,27,12,7,0,981.3100000000013,1030446.06,-19017.23,1139172.35,0
ACC1,77734.71,MerchantC,Withdrawal,New York,1,27,12,24,0,-1965.3199999999924,1752664.41,77386.74,1139172.35,0
ACC15,70406.41,MerchantG,Transfer,New York,3,17,8,39,0,43705.68000000001,889997.27,-2347.9199999999983,1916786.93,0
ACC7,15654.75,MerchantI,Purchase,Los Angeles,4,16,5,13,1,-21391.29,812717.19,10304.18,1497452.27,0
ACC6,10758.34,MerchantG,Transfer,Tokyo,8,4,2,1,0,9125.65,2359635.73,-52311.479999999996,4309527.49,0
ACC15,20105.36,MerchantB,Transfer,London,2,18,21,26,1,-7654.549999999999,1288141.28,-72399.27,1466053.29,0
ACC15,31897.42,MerchantJ,Transfer,San Francisco,1,22,5,16,1,1753.9399999999987,1039236.63,31093.55,1498844.3900000001,0
ACC7,61323.47,MerchantB,Withdrawal,London,1,22,12,53,1,32127.81,920110.6799999999,-21766.759999999995,1521076.67,0
ACC15,10998.74,MerchantC,Withdrawal,Tokyo,1,23,13,43,0,-47987.770000000004,1093951.03,-62655.340000000004,1935438.1400000001,0
ACC12,76508.68,MerchantG,Purchase,London,2,17,12,32,0,46294.98999999999,1235203.93,7386.109999999986,1739511.85,0
ACC6,60074.9,MerchantJ,Withdrawal,Tokyo,2,21,18,2,0,10317.07,1080276.05,29019.710000000003,1147820.94,0
ACC1,53419.92,MerchantE,Purchase,Tokyo,3,14,23,29,0,39614.399999999994,883629.36,47737.11,1489455.36,0
ACC3,2268.75,MerchantD,Withdrawal,Los Angeles,5,23,23,34,0,-48525.87,817091.3099999999,-75135.91,1669025.17,0
ACC3,26463.5,MerchantJ,Purchase,Los Angeles,4,22,0,33,1,-25634.309999999998,1206270.46,-9375.470000000001,1929852.48,0
ACC8,74170.67,MerchantE,Transfer,San Francisco,1,16,6,45,0,-21228.14,1139479.25,6779.559999999998,2228369.81,0
ACC4,11967.63,MerchantE,Purchase,Los Angeles,5,21,4,11,1,-53373.01,1144219.81,-35956.8,1431515.01,0
ACC3,20879.47,MerchantF,Transfer,New York,1,31,0,29,0,4468.940000000002,515233.63,-28700.409999999996,1280373.18,0
ACC13,8679.7,MerchantG,Transfer,Los Angeles,1,15,22,42,1,-65496.880000000005,1676621.49,-58714.87000000001,1560026.71,0
ACC3,68721.73,MerchantI,Withdrawal,New York,8,3,15,21,0,67562.84,2398887.66,59347.009999999995,3601672.15,0
ACC2,53871.02,MerchantJ,Transfer,Los Angeles,4,2,7,38,1,43400.28999999999,2985705.88,41064.329999999994,3070871.29,0
ACC2,41005.92,MerchantH,Withdrawal,Tokyo,2,23,9,38,0,-8361.880000000005,1037767.13,19449.76,1439532.0,0
ACC14,29194.5,MerchantI,Transfer,New York,3,21,15,11,0,-12190.04,745040.3200000001,-2612.5099999999984,1993945.9,0
ACC12,5336.56,MerchantB,Withdrawal,San Francisco,5,23,8,47,0,-85031.95,1636737.07,-30034.05,1164979.21,0
ACC14,12082.57,MerchantG,Purchase,New York,2,17,1,58,0,-53834.29,1023503.59,-13524.55,1736744.01,0
ACC11,86956.35,MerchantD,Withdrawal,London,10,3,19,54,0,50133.11000000001,2634154.55,69809.29000000001,2662613.79,0
ACC7,77293.78,MerchantD,Withdrawal,San Francisco,9,1,13,44,0,15131.089999999997,2945326.79,74290.03,3823424.36,0
ACC12,76367.23,MerchantH,Withdrawal,Los Angeles,5,1,0,35,0,52238.56,1913910.39,22380.489999999998,3141796.2,0
ACC3,5721.96,MerchantE,Purchase,San Francisco,4,27,2,47,0,-40703.82,810041.18,-11876.280000000002,924503.39,0
ACC15,69633.53,MerchantD,Purchase,Los Angeles,1,28,16,54,1,-19419.72,687430.54,22007.82,875889.01,0
ACC2,92549.51,MerchantI,Transfer,San Francisco,4,24,10,41,0,36361.34,1540036.63,28677.409999999996,1391298.65,0
ACC5,89115.69,MerchantD,Transfer,Los Angeles,1,13,20,7,0,30911.32,1121894.89,55237.89,1763183.0,0
ACC9,99794.84,MerchantE,Transfer,London,5,5,2,13,0,77975.44,2457589.83,23569.97,4070246.1,0
ACC10,86505.3,MerchantG,Transfer,Tokyo,9,3,21,58,1,46948.15,2981536.27,25174.54,3009830.71,0
ACC10,67657.51,MerchantB,Transfer,Tokyo,5,2,5,49,0,-15613.48000000001,2621492.57,41801.59,4680443.48,0
ACC14,23366.69,MerchantD,Transfer,Tokyo,5,1,21,28,0,-64659.06,2040928.28,-4354.82,2956074.03,0
ACC9,36091.9,MerchantF,Purchase,Tokyo,4,18,7,53,0,-43431.18,790224.14,-43856.85,1980945.08,0
ACC13,81422.92,MerchantF,Withdrawal,New York,4,16,7,59,1,32048.949999999997,1458947.54,39778.88,1347235.87,0
ACC2,92272.4,MerchantC,Withdrawal,Tokyo,6,3,2,47,1,84775.23,3148147.35,89497.45,3257410.9899999998,0
ACC6,27345.3,MerchantD,Purchase,Tokyo,4,24,17,26,0,-44451.34,1302284.52,-54481.42,1810297.19,0
ACC12,78240.66,MerchantH,Transfer,London,3,19,15,46,1,20316.450000000004,1030223.64,58886.450000000004,1518166.54,0
ACC5,46700.86,MerchantB,Withdrawal,San Francisco,4,21,11,22,0,-43917.399999999994,1067613.7,28973.82,1351615.22,0
ACC7,13665.36,MerchantA,Purchase,London,1,23,22,36,0,-67864.81999999999,842132.36,-74418.68,1134408.8599999999,0
ACC13,104.01,MerchantH,Purchase,Los Angeles,1,24,7,11,0,-76662.49,736209.78,-65443.48,1061208.8599999999,0
ACC1,68241.79,MerchantI,Transfer,Los Angeles,5,31,3,29,0,-25860.86,960007.98,14535.759999999995,800853.78,0
ACC1,24733.82,MerchantG,Withdrawal,New York,5,31,8,3,0,21884.33,683613.16,-9369.349999999999,700950.12,0
ACC9,64623.44,MerchantH,Purchase,San Francisco,10,2,16,15,0,-25362.699999999997,2587259.13,9710.310000000005,2789414.17,0
ACC1,53131.36,MerchantI,Transfer,San Francisco,5,21,10,53,1,499.41999999999825,857622.83,48175.2,1463226.6400000001,0
ACC8,33719.29,MerchantI,Purchase,Tokyo,5,20,9,41,1,-18690.260000000002,1024633.71,-48260.98,1594136.87,0
ACC4,66589.4,MerchantA,Transfer,San Francisco,11,2,5,13,0,4227.399999999994,2274137.94,19783.749999999993,3954213.23,0
ACC15,29556.26,MerchantJ,Transfer,Los Angeles,4,20,4,57,0,-17392.52,1062234.81,-38214.58,1322461.53,0
ACC3,59606.05,MerchantI,Transfer,Tokyo,3,25,17,31,1,24104.72,1308265.16,49208.11,1020010.93,0
ACC10,61395.59,MerchantE,Transfer,London,5,20,15,37,1,50578.63,1142902.65,-7647.720000000001,1532511.56,0
ACC5,39188.42,MerchantE,Withdrawal,Tokyo,12,2,4,18,1,-46663.14,2888664.67,-4695.590000000004,4227098.5,0
ACC12,10919.4,MerchantA,Transfer,Los Angeles,8,1,4,20,0,-35504.43,1866321.6,-35504.43,2796332.32,0
ACC9,37997.1,MerchantI,Withdrawal,Tokyo,2,2,11,10,0,-46579.38,2972317.75,36401.53,3986957.57,0
ACC10,87969.49,MerchantD,Transfer,Tokyo,12,5,0,15,0,76123.08,2661985.67,-5291.039999999994,4280922.83,0
ACC14,49976.29,MerchantI,Withdrawal,Los Angeles,3,13,17,27,0,-5929.519999999997,1517428.17,44575.81,1237231.0,0
ACC10,55450.34,MerchantF,Withdrawal,San Francisco,12,3,14,37,1,51490.1,2664836.25,-13305.26000000001,3318549.63,0
ACC8,86784.41,MerchantE,Transfer,Los Angeles,4,18,19,47,0,85154.94,1486879.2,32915.490000000005,1574261.44,0
ACC6,30970.61,MerchantD,Transfer,San Francisco,1,25,6,28,0,5922.830000000002,1152714.8599999999,-48661.490000000005,2047072.45,0
ACC6,99214.59,MerchantJ,Withdrawal,San Francisco,12,5,14,7,0,25805.059999999998,2206350.45,70780.34,2646978.73,0
ACC4,68834.17,MerchantJ,Withdrawal,San Francisco,6,4,20,25,1,12141.61,2703458.93,66742.73,3551488.35,0
ACC9,70178.79,MerchantF,Withdrawal,Los Angeles,4,19,13,45,0,35466.84999999999,652026.07,-16985.36,2024576.98,0
ACC15,66484.01,MerchantE,Withdrawal,Tokyo,9,4,9,13,0,62023.24999999999,2025509.51,25082.17,3644339.23,0
ACC13,54651.43,MerchantB,Withdrawal,Los Angeles,1,17,8,21,0,-9137.379999999997,1037381.07,-38784.920000000006,1853848.5999999999,0
ACC10,35518.68,MerchantB,Withdrawal,San Francisco,1,19,14,43,0,32245.38,1359918.32,-21939.18,1699286.79,0
ACC5,31272.51,MerchantH,Withdrawal,San Francisco,4,14,13,17,0,9909.71,890126.8,-53707.18000000001,1613033.39,0
ACC7,98682.34,MerchantJ,Purchase,Los Angeles,2,19,18,21,1,92039.43,1302436.56,65996.89,1420415.58,0
ACC9,77195.41,MerchantC,Transfer,Tokyo,12,5,15,4,0,-7938.87999999999,2240393.96,29692.43,2964046.12,0
ACC8,5853.1,MerchantF,Purchase,Tokyo,12,5,1,13,0,-91962.73,2430901.96,-74045.47,3893808.98,0
ACC9,237.67,MerchantD,Transfer,San Francisco,2,28,20,57,0,-84309.27,1267956.92,-61396.07,1570168.68,0
ACC5,98474.01,MerchantF,Transfer,London,8,3,11,11,0,76336.79999999999,1763253.91,57924.85999999999,4250709.88,0
ACC7,22592.05,MerchantD,Transfer,San Francisco,4,20,12,19,0,-2173.2800000000025,1426720.45,-38521.81,1559014.53,0
ACC1,58132.51,MerchantE,Withdrawal,Tokyo,5,19,22,51,0,-16716.85,1485529.19,-39123.88,1500529.95,0
ACC3,11507.5,MerchantB,Transfer,London,1,25,23,34,0,-65446.009999999995,972224.4400000001,-8732.650000000001,2250020.05,0
ACC9,69440.1,MerchantD,Purchase,Tokyo,3,4,7,23,1,-28374.679999999993,2548442.52,45561.97,3843317.24,0
ACC11,55762.86,MerchantB,Withdrawal,Los Angeles,2,23,22,21,0,12457.669999999998,1617513.67,-32391.559999999998,1391031.73,0
ACC15,53680.05,MerchantI,Purchase,London,10,5,6,38,0,38267.37,2184182.58,11573.25,3845987.99,0
ACC14,1884.63,MerchantD,Purchase,Tokyo,7,3,6,12,0,-81921.12,2435365.15,-17929.489999999998,4352805.04,0
ACC9,5561.5,MerchantH,Withdrawal,London,6,1,5,21,0,-29198.9,2060263.33,-46656.21,3670366.28,0
ACC9,87179.28,MerchantD,Purchase,New York,4,4,16,22,0,78545.18,2610517.88,-12721.580000000002,4011500.15,0
ACC10,19593.65,MerchantI,Transfer,Tokyo,12,4,13,54,0,-44396.6,2360515.87,-77315.38999999998,4570860.16,0
ACC6,92617.35,MerchantB,Withdrawal,Los Angeles,1,28,2,47,1,1914.1100000000006,1371214.6,54602.770000000004,2393680.11,0
ACC6,20101.92,MerchantA,Purchase,New York,3,15,5,47,0,-5069.850000000002,548282.5,15370.289999999997,1030023.97,0
ACC9,35603.13,MerchantI,Transfer,New York,4,17,21,1,0,22145.119999999995,1118867.02,-8830.900000000001,1598311.42,0
ACC6,14491.26,MerchantF,Transfer,Tokyo,6,4,18,13,1,-47126.86,2519493.48,-24465.559999999998,3673385.73,0
ACC10,14920.51,MerchantD,Withdrawal,Tokyo,2,23,0,56,0,-67010.54000000001,766476.91,-18397.18,1607822.31,0
ACC6,6782.65,MerchantG,Purchase,London,1,2,22,1,0,-18334.11,2772888.06,-18334.11,4356392.49,0
ACC7,58454.56,MerchantC,Purchase,New York,5,25,23,46,0,13554.989999999998,1119039.69,-2386.340000000004,1678896.1,0
ACC14,97529.93,MerchantB,Transfer,New York,5,13,12,5,1,27306.42,1065615.65,96231.70999999999,2030149.26,0
ACC7,78171.67,MerchantJ,Withdrawal,New York,5,23,1,1,0,47590.14,840011.32,377.33000000000175,1430927.73,0
ACC3,67963.36,MerchantE,Purchase,Los Angeles,3,31,16,15,0,-7331.039999999994,736481.33,47511.71,996191.03,0
ACC2,13725.62,MerchantB,Transfer,New York,5,4,5,51,0,-68862.29000000001,2242417.81,-44647.46,3601397.87,0
ACC3,49533.05,MerchantD,Purchase,New York,1,3,22,51,0,-15430.669999999998,2271250.02,41807.420000000006,3625556.4,0
ACC13,79875.46,MerchantF,Transfer,Tokyo,3,4,0,27,1,10316.340000000011,2121754.09,3277.6900000000023,3679113.73,0
ACC15,67729.46,MerchantD,Withdrawal,New York,5,15,10,32,0,61214.530000000006,1209220.99,-8936.299999999988,1707122.41,0
ACC7,94828.26,MerchantA,Withdrawal,London,1,4,8,54,0,59921.24999999999,2377040.61,89134.23999999999,3636228.53,0
ACC5,40627.28,MerchantA,Withdrawal,Tokyo,8,5,3,19,1,-11193.669999999998,2428285.8,11087.989999999998,3323303.32,0
ACC9,981.8,MerchantD,Purchase,San Francisco,5,5,9,55,0,-30937.24,2518588.78,-27171.32,3593928.19,0
ACC5,26653.04,MerchantJ,Withdrawal,Los Angeles,5,21,11,1,1,15072.970000000001,1067613.7,8397.29,919514.79,0
ACC4,40532.53,MerchantG,Withdrawal,San Francisco,11,5,1,18,1,-42006.92,2477810.87,29358.37,3994849.57,0
ACC14,57959.81,MerchantB,Transfer,San Francisco,1,18,22,45,0,-24520.53,819984.96,-34890.91,1736438.97,0
ACC1,17485.03,MerchantI,Purchase,San Francisco,2,2,14,15,0,15620.679999999998,2585441.07,5001.829999999998,3522893.62,0
ACC13,77540.2,MerchantJ,Purchase,Tokyo,3,5,11,11,1,68586.98,1928187.26,75803.93,3558977.6,0
ACC4,28404.39,MerchantA,Transfer,Los Angeles,5,3,19,3,0,-4830.720000000001,2084206.08,-4830.720000000001,3669984.45,0
ACC9,49046.5,MerchantH,Transfer,Tokyo,9,3,1,34,1,-31312.03,2230600.7399999998,-25739.36,4220868.24,0
ACC1,24771.6,MerchantI,Transfer,New York,12,5,18,10,0,-55316.82,2617553.6,-56416.579999999994,3601261.18,0
ACC5,60130.49,MerchantG,Withdrawal,London,1,13,21,41,0,-12653.04,721316.73,43459.659999999996,1381074.75,0
